Month,Day,Artist,Album_Name,Record_Label,Year
April,28,"Nef the Pharaoh
","The Chang Project
","Sick Wid It Records, Empire Distributio",2017
April,28,"Wale
","Shine
","Maybach Music Group, Atlantic Record",2017
May,4,"Mr. Criminal
","The Crime Family Album
",Crime Family Entertainmen,2017
May,5,"Brother Ali
","All the Beauty in This Whole Life
",Rhymesayers Entertainmen,2017
May,5,"Ho99o9
","United States of Horror
",999 Deathkul,2017
May,5,"Kid Ink
","7 Series
",RCA Record,2017
May,5,"Logic
","Everybody
",Def Jam Recording,2017
May,5,"Organized Noize
","Organized Noize
",Self-release,2017
May,5,"Russ
","There's Really a Wolf
","Russ My Way Incorporated, Columbia Record",2017
May,5,"Spose
","Good Luck With Your Life
",Preposterously Dank Entertainmen,2017
May,5,"Upchurch
","Son of the South
",Redneck Nation Record,2017
May,5,"Wrekonize
","Into the Further
","Strange Music, RBC Records, INgrooves Music Grou",2017
May,5,"9
","KRS-One
",The World is Min,2017
May,5,"Sy Ari Da Kid
","2 Soon
",Self-release,2017
May,12,"B.o.B
","Ether
","Label No Genre, Grand Hustle Records, EMPIRE Distributio",2017
May,12,"Ecid
","How to Fake Your Own Death
",Fill In The Break,2017
May,12,"Gonzoe
","Happy Birthday
",Blocwize Entertainmen,2017
May,12,"J Hus
","Common Sense
",Black Butter Limite,2017
May,12,"Lil Wyte
","Drugs
",Real Talk Entertainmen,2017
May,12,"Machine Gun Kelly
","Bloom
","EST 19XX, Bad Boy Records, Interscope Record",2017
May,12,"Mistah F.A.B.
","Stan Pablo: 4506
",Faeva Afta Musi,2017
May,12,"P-Lo
","More Than Anything
",Empir,2017
May,12,"17
","Rejjie Snow
",The Moon & Yo,2017
May,12,"XXXTentacion
","Revenge
","Bad Vibes Forever, Empire Distributio",2017
May,18,"T-Wayne (T-Pain and Lil Wayne)
","T-Wayne
","Nappy Boy Entertainment, Young Money Entertainmen",2017
May,19,"Collie Buddz
","Good Life
",Harper Digital Entertainmen,2017
May,19,"David Banner
","The God Box
",A Banner Visio,2017
May,19,"Dorrough
","Ride Wit Me
",Real Talk Entertainmen,2017
May,19,"Faith Evans & The Notorious B.I.G.
","The King & I
",Rhino Entertainmen,2017
May,19,"Snoop Dogg
","Neva Left
","Doggystyle Records, EMPIRE Distributio",2017
May,19,"The Underachievers
","Renaissance
","The Underachievers, RPM MS",2017
May,19,"Willie the Kid
","Deutsche Marks
","Serious Soundz, Embassy Entertainmen",2017
May,26,"Bryson Tiller
","True to Self
",RCA Record,2017
May,26,"Gorilla Zoe
","Don't Feed da Animals 2
",Real Talk Entertainmen,2017
May,26,"Gucci Mane
","DropTopWop
","GUWOP Enterprises, 1017 Brick Squad Records, Atlantic Record",2017
May,26,"Lil Yachty
","Teenage Emotions
","Quality Control, Capitol Records, Motown Record",2017
May,26,"Suicideboys
","Kill Yourself Part XI: The Kingdom Come Saga
",G*59 Record,2017
May,26,"27
","Master P
",Intelligent Hoodlu,2017
June,2,"Gensu Dean & Wise Intelligent
","Game of Death
",Mello Music Grou,2017
June,2,"Kool G Rap
","Return of the Don
","Clockwork Music, Full Mettl",2017
June,2,"Mozzy & Gunplay
","Dreadlocks & Headshots
",Real Talk Entertainmen,2017
June,2,"Stevie Stone
","Level Up
",Strange Musi,2017
June,2,"Yo Gotti & Mike Will Made It
","Gotti Made-It
",Self-release,2017
June,8,"Vic Mensa
","The Manuscript
",Roc Natio,2017
June,8,"9
","Billy Woods
",Known Unknown,2017
June,8,"Ampichino
","Back 2 Back
",Double F Record,2017
June,8,"Brockhampton
","Saturation
","Brockhampton Records, Empir",2017
June,8,"Gunplay
","The Plug
",Real Talk Entertainmen,2017
June,8,"Ice Cube
","Death Certificate (25th Anniversary Reissue)
","Lench Mob Records, Interscope Record",2017
June,8,"15
","Bones
",NoRedeemingQualitie,2017
June,16,"2 Chainz
","Pretty Girls Like Trap Music
",Def Jam Recording,2017
June,16,"Big Boi
","Boomiverse
",Epic Record,2017
June,16,"Joyner Lucas
","508-507-2209
",Atlantic Record,2017
June,16,"Krayzie Bone & Young Noble
","Thug Brothers 2
",Real Talk Entertainmen,2017
June,16,"Rich the Kid, Famous Dex & Jay Critch
","Rich Forever 3
","Rich Forever Music, TBD Record",2017
June,16,"Sadat X
","The Sum of a Man
",Dymond Mine Record,2017
June,16,"Young Thug
","Beautiful Thugger Girls
","300 Entertainment, Atlantic Record",2017
June,23,"Berner & Styles P
","Vibes
",Bern One Entertainmen,2017
June,23,"DJ Khaled
","Grateful
","We the Best Music Group, Epic Record",2017
June,23,"Jarren Benton
","The Mink Coat Killa LP
",Benton Enterpris,2017
June,23,"Krayzie Bone
","Eternal Legend
",Real Talk Entertainmen,2017
June,23,"Krayzie Bone & Bizzy Bone
","New Waves
",Entertainment One Musi,2017
June,23,"Outlawz
","#LastOnezLeft
","Outlaw Recordz, Elder Entertainmen",2017
June,23,"Vince Staples
","Big Fish Theory
","ARTium Recordings, Def Jam Recording",2017
June,26,"Members Only
","Members Only, Vol. 3
",[280],2017
June,29,"Public Enemy
","Nothing Is Quick in the Desert
",[281],2017
June,30,"Jay-Z
","4:44
",Roc Natio,2017
June,30,"MC Eiht
","Which Way Iz West
","Year Round Records, Blue Stamp Musi",2017
June,30,"Propaganda
","Crooked
",Humble Beast Record,2017
June,30,"Ski Mask the Slump God
","YouWillRegret
",[285],2017
June,30,"Young Buck
","10 Toes Down
",Cashville Record,2017
June,30,"Z-Ro
","No Love Boulevard
",1 Deep Entertainmen,2017
July,5,"Lil Wayne
","In Tune We Trust
",Young Money Entertainmen,2017
July,7,"21 Savage
","Issa Album
","Slaughter Gang, Epic Record",2017
July,7,"The Doppelgangaz
","Dopp Hopp
",Groggy Pack Entertainmen,2017
July,7,"Twista
","Crook County
","GMG Entertainment, Empire Distributio",2017
July,7,"14
","Agallah Don Bishop
",Agnum Opu,2017
July,7,"French Montana
","Jungle Rules
","Bad Boy Records, Epic Record",2017
July,7,"Shabazz Palaces
","Quazarz: Born on a Gangster Star
",Sub Po,2017
July,21,"Meek Mill
","Wins & Losses
","Maybach Music Group, Atlantic Record",2017
July,21,"Nav & Metro Boomin
","Perfect Timing
","Boominati Worldwide, XO Records, Republic Record",2017
July,21,"Nyck Caution & Kirk Knight
","Nyck @ Knight
","Pro Era Records, Cinematic Music Grou",2017
July,21,"Sage the Gemini
","Morse Code
","Global Gemini, Atlantic Record",2017
July,21,"Skyzoo
","Peddler Themes
","First Generation Rich, Empire Distributio",2017
July,21,"Trae tha Truth
","Tha Truth, Pt. 3
","ABN Entertainment, Empire Distributio",2017
July,21,"Tyga
","Bitch I'm the Shit 2
","Last Kings Music, Empire Distributio",2017
July,21,"Tyler, The Creator
","Flower Boy
",Columbia Record,2017
July,28,"Aminé
","Good for You
","CLBN, Republic Record",2017
July,28,"Ampichino
","Chasin Chicken
",Double F Record,2017
July,28,"Madchild
","The Darkest Hour
",Battle Axe Record,2017
July,28,"The Perceptionists
","Resolution
",Mello Music Grou,2017
July,28,"Stalley
","New Wave
",Real Talk Entertainmen,2017
July,28,"Tanya Morgan
","YGWY$4
",Tanya Morgan Musi,2017
July,28,"Vic Mensa
","The Autobiography
",Roc Natio,2017
August,4,"Andy Mineo & Wordsplayed
","Andy Mineo and Wordsplayed Present Magic & Bird
",Reach Record,2017
August,4,"ASAP Twelvyy
","12
",RCA Record,2017
August,4,"Riff Raff
","The White West
","Neon Nation, Empire Distributio",2017
August,4,"Ugly God
","The Booty Tape
",Asylum Record,2017
August,8,"
","
",,2017
August,8,"Sean Price
","Imperius Rex
","Ruck Down Records, Duck Down Musi",2017
August,11,"Dizzy Wright
","The Golden Age 2
",Self-release,2017
August,11,"Fashawn
","Manna
",Mass Appeal Record,2017
August,11,"Milo
","Who Told You to Think??!!?!?!?!
","Ruby Yacht, The Order Labe",2017
August,11,"Wordsworth & Sam Brown
","Our World Today
",Wordsworth Productio,2017
August,11,"15
","Lil Peep
","Come Over When You're Sober, Pt. ",2017
August,18,"A$AP Ferg
","Still Striving
",RCA Record,2017
August,18,"Dave East
","Paranoia: A True Story
","Mass Appeal Records, Def Jam Recording",2017
August,18,"Declaime
","Young Spirit
","SomeOthaShip Connect, eOne Musi",2017
August,18,"Mozzy
","1 Up Top Ahk
","Mozzy Records, Empire Distributio",2017
August,18,"No Malice
","Let the Dead Bury the Dead
",Reinvisio,2017
August,18,"Phora
","Yours Truly Forever
",Warner Bros. Record,2017
August,21,"Ace Hood
","Trust the Process
",Hood Natio,2017
August,21,"Ganxsta NIP
","Souljaz Only
","Psych Ward, SoSout",2017
August,25,"Action Bronson
","Blue Chips 7000
","Vice Records, Atlantic Record",2017
August,25,"Apollo Brown & Planet Asia
","Anchovies
",Mello Music Grou,2017
August,25,"A$AP Mob
","Cozy Tapes Vol. 2: Too Cozy
","ASAP Worldwide, Polo Grounds Music, RCA Record",2017
August,25,"Berner & Young Dolph
","Tracking Numbers
",Bern One Entertainmen,2017
August,25,"Brockhampton
","Saturation II
","Brockhampton Records, Empire Distributio",2017
August,25,"Grieves
","Running Wild
",Rhymesayers Entertainmen,2017
August,25,"Lil Uzi Vert
","Luv Is Rage 2
","Generation Now, Atlantic Record",2017
August,25,"MadeinTYO
","True's World
","Private Club, Commission Musi",2017
August,25,"XXXTentacion
","17
","Bad Vibes Forever, Empire Distributio",2017
August,25,"Wiki
","No Mountains in Manhattan
",XL Recording,2017
September,1,"Audio Push
","Last Lights Left
",Good Vibe Trib,2017
September,1,"C-Bo
","The Problem
","West Coast Mafia, RBC Record",2017
September,1,"EarthGang
","Rags
",Spillage Villag,2017
September,1,"Gonzoe
","Tha Code
","Blocwize Entertainment, Rapbay, Urbanlif",2017
September,1,"Odd Ralph
","The Pink Tape
",Self-release,2017
September,1,"Triple Threat (Twiztid & Blaze Ya Dead Homie)
","Triple Threat
",Majik Ninja Entertainmen,2017
September,1,"K-Rino & DLP
","Rapz 'n' Beatz
",Shakboyz Publishin,2017
September,1,"5
","Ghostemane
",Hexad,2017
September,1,"8
","¡Mayday!
",Search Part,2017
September,1,"Project Pat
","M.O.B.
",Cleopatra Record,2017
September,1,"11
","Suicideboys
",Kill Yourself Part XVI: The Faded Stains Sag,2017
September,1,"15
","Denmark Vessey & Azarias
",Buy Muy Drug,2017
September,1,"The Cool Kids
","Special Edition Grandmaster Deluxe
",Propelr Musi,2017
September,1,"Lil Wyte
","Liquor
",Real Talk Entertainmen,2017
September,1,"Open Mike Eagle
","Brick Body Kids Still Daydream
",Mello Music Grou,2017
September,1,"Prophets of Rage
","Prophets of Rage
","Fantasy Records, Caroline Internationa",2017
September,1,"Wyclef Jean
","Carnival III: The Fall and Rise of a Refugee
","Heads Music, Sony Music, Legacy Recording",2017
September,18,"Juicy J
","Highly Intoxicated
",Taylor Gang Entertainmen,2017
September,18,"22
","Apathy & O.C.
",Perestroik,2017
September,18,"DJ Kay Slay
","The Big Brother
","StreetSweepers Entertainment, Empire Distributio",2017
September,18,"Gorilla Zoe
","Gorilla Warfare
",Real Talk Entertainmen,2017
September,18,"G Herbo
","Humble Beast
","Machine Entertainment Group, 150 Dream Team, Cinematic Music Group, RED Distributio",2017
September,18,"Kevin Gates
","By Any Means 2
","Bread Winners' Association, Atlantic Record",2017
September,18,"Lecrae
","All Things Work Together
","Reach Records, Columbia Record",2017
September,18,"Macklemore
","Gemini
",Bend,2017
September,18,"Rapsody
","Laila's Wisdom
","Jamla Records, Roc Natio",2017
September,18,"Rock
","Rockness A.P.
",Digital Deja Vu Record,2017
September,18,"Ruste Juxx
","International Juxx
",Self-release,2017
September,18,"Young Thug & Carnage
","Young Martha
","YSL, 300 Entertainment, Heavyweigh",2017
September,28,"Bones
","Failure
",TeamSES,2017
September,29,"A Boogie wit da Hoodie
","The Bigger Artist
","Highbridge, Atlantic Record",2017
September,29,"Gunplay
","Haram
",Real Talk Entertainmen,2017
September,29,"Hoodie Allen
","The Hype
",Self-release,2017
September,29,"Masta Killa
","Loyalty Is Royalty
",Nature Sound,2017
September,29,"PMD
","Business Mentality
",RBC Record,2017
September,29,"Rittz
","Last Call
",Strange Musi,2017
September,29,"Smokepurpp
","Deadstar
","Interscope, Alamo Records, Cactus Jac",2017
October,6,"Belly
","Mumble Rap
","XO, Roc Nation, Republi",2017
October,6,"CunninLynguists
","Rose Azura Njano
","APOS, RBC Record",2017
October,6,"Dame D.O.L.L.A.
","Confirmed
",Front Page Musi,2017
October,6,"Ed O.G.
","Freedom
",5th & Unio,2017
October,6,"Krayzie Bone & Young Noble
","Thug Brothers 3
",Real Talk Entertainmen,2017
October,6,"Lil Pump
","Lil Pump
",Warner Bros,2017
October,6,"NF
","Perception
","NF Real Music, Capitol Record",2017
October,6,"Slaine & Termanology
","Anti-Hero
","ST. Records, Brick Record",2017
October,6,"13
","Camp Lo
",The Get Down Brother,2017
October,6,"Danny Diablo
","The Crackson Heights Project
",Force 5 Record,2017
October,6,"Gucci Mane
","Mr. Davis
",Atlantic Record,2017
October,6,"Hustle Gang
","We Want Smoke
","Grand Hustle Records, Roc Natio",2017
October,6,"Krayzie Bone
","E.1999: The LeathaFace Project
",Real Talk Entertainmen,2017
October,6,"Tech N9ne Collabos
","Strange Reign
",Strange Musi,2017
October,6,"Wu-Tang Clan
","The Saga Continues
","36 Chambers, Entertainment On",2017
October,20,"Blu & Exile
","In the Beginning: Before the Heavens
","Dirty Science, Fat Beats Record",2017
October,20,"EarthGang
","Robots
",Spillage Villag,2017
October,20,"Future & Young Thug
","Super Slimey
","Epic Records, 300 Entertainment, Atlantic Record",2017
October,20,"Rob $tone
","Don't Wait for It
",Grove Town Record,2017
October,20,"Stalley
","Another Level
",Real Talk Entertainmen,2017
October,20,"Young Dolph
","Thinking Out Loud
",Paper Route Empir,2017
October,27,"Big K.R.I.T.
","4eva Is a Mighty Long Time
","Multi Alumni, BMG Rights Managemen",2017
October,27,"Defari
","Rare Poise
",Self-release,2017
October,27,"Heavy Metal Kings
","Black God White Devil
","Enemy Soil Records, Uncle Howie Record",2017
October,27,"Overdoz
","2008
","Polo Grounds Music, RCA Record",2017
October,27,"Snoop Dogg
","Make America Crip Again
","Doggystyle Records, Empire Distributio",2017
October,27,"Ty Dolla Sign
","Beach House 3
",Atlantic Record,2017
October,27,"Yelawolf
","Trial by Fire
","Slumerican, Shady Records, Interscope Record",2017
October,27,"Yo Gotti
","I Still Am
",Epic Record,2017
October,30,"King Gordy & Jimmy Donn
","How to Gag a Maggot
",Sicfux Entertainmen,2017
October,30,"L.A.R.S. (Bizarre & King Gordy)
","Foul World
",Majik Ninja Entertainmen,2017
October,31,"21 Savage, Offset and Metro Boomin
","Without Warning
","Slaughter Gang, Epic Records, Quality Control Music, Motown. Capitol Records, Boominati Worldwide, Republic Record",2017
October,31,"Chris Brown
","Heartbreak on a Full Moon
",RCA Record,2017
October,31,"Lex ""The Hex"" Master
","Beyond Redemption
",Majik Ninja Entertainmen,2017
November,3,"Aha Gazelle
","Trilliam 3
",Reach Record,2017
November,3,"Problem
","Selfish
","Diamond Lane Music Group, EMPIRE Distributio",2017
November,10,"Wiz Khalifa
","Laugh Now, Fly Later
",Atlantic Record,2017
November,10,"2 Chainz
","Tyti Boi
",Dundridge Entertainment / Unlimited Busines,2017
November,17,"Cyhi the Prynce
","No Dope on Sundays
","GOOD Music, Sony Musi",2017
November,17,"PnB Rock
","Catch These Vibes
",Atlantic Record,2017
November,17,"T-Pain
","OBLiViON
","Nappy Boy Entertainment, RCA Record",2017
November,17,"Jaden Smith
","Syre
","MSFTSMusic, Roc Natio",2017
November,17,"Talib Kweli
","Radio Silence
","Javotti Media, 3",2017
November,17,"Stalley
","Tell The Truth: Shame The Devil
",Blue Collar Gan,2017
November,17,"Young Noble & Deuce Deuce
","For My People
",Concrete Enterprise,2017
November,24,"Fabolous and Jadakiss
","Friday on Elm Street
",Def Jam Record,2017
November,24,"Hopsin
","No Shame
","Undercover Prodigy, 300 Entertainmen",2017
November,24,"Half-a-Mil (Dom Kennedy & Hit-Boy)
","Courtesy of a Half-A-Mil
",Half-A-Mi,2017
November,24,"Dizzy Wright
","State of Mind 2
","Still Movin' Records, EMPIRE Distributio",2017
November,24,"Futuristic
","What More Could You Ask for?
",Self-release,2017
December,1,"Chief Keef
","Dedication
",RBC Record,2017
December,1,"Majik Ninja Entertainment
","Twiztid Presents: Year of the Sword
","Majik Ninja Entertainment, INgrooves Music Grou",2017
December,1,"Roy Woods
","Say Less
","OVO Sound, Warner Bros. Record",2017
December,1,"Young Buck
","10 Street Commandments
",Cashville Record,2017
December,1,"Z-Ro
","Codeine
","1 Deep Entertainment, Empire Distributio",2017
December,8,"Big Sean & Metro Boomin
","Double or Nothing
","GOOD Music, Def Jam Recordings, Boominati Worldwide, Republic Record",2017
December,8,"Juicy J
","Rubba Band Business
","Kemosabe Records, Columbia Records, Taylor Gang Record",2017
December,8,"Quality Control
","Quality Control: Control the Streets Volume 1
","Quality Control Music, Motown Records, Capitol Records, Universal Music Grou",2017
December,8,"Statik Selektah
","8
","Duck Down Music Inc., Showoff Record",2017
December,8,"Tee Grizzley & Lil Durk
","Bloodas
",Facemob BMG Rights Managemen,2017
December,15,"Boosie Badazz
","BooPac
","Atlantic Records, Trill Entertainmen",2017
December,15,"Scarface
","Deeply Rooted: The Lost Files
","Facemob, BMG Rights Managemen",2017
December,15,"Eminem
","Revival
","Aftermath Entertainment, Shady Records, Interscope Record",2017
December,15,"G-Eazy
","The Beautiful & Damned
",RCA Record,2017
December,15,"Jeezy
","Pressure
","CTE World, Def Jam Recording",2017
December,15,"N.E.R.D
","No One Ever Really Dies
","i am OTHER, Columbia Record",2017
December,15,"RJ & DJ Mustard
","The Ghetto
","10 Summers, Interscope Record",2017
December,15,"Slim Thug
","The World Is Yours
",Hogg Lif,2017
December,15,"Brockhampton
","Saturation III
","Question Everything, Inc, EMPIRE Distributio",2017
December,20,"Chris Webby
","Wednesday
",EightyH,2017
December,21,"Huncho Jack
","Huncho Jack, Jack Huncho
","Quality Control Music, Cactus Jack Records, Motown Records, Grand Hustle Records, Capitol Records, Epic Record",2017
December,22,"Gucci Mane
","El Gato: The Human Glacier
","GUWOP Enterprises, 1017 Brick Squad Records, Atlantic Record",2017
December,25,"Lil Wayne
","Dedication 6
",Young Money Entertainmen,2017
January,1,"Boosie Badazz
","In My Feelings. (Goin' Thru It)
",Lil Boosie Musi,2016
January,15,"Anderson .Paak
","Malibu
","Steel Wool, OBE, Art Club, Empire Distributio",2016
January,15,"Blaze Ya Dead Homie
","The Casket Factory
",Majik Ninja Entertainmen,2016
